out_publicKey,in_publicKey,trust,datetime
"1731","2397","1","2012-08-29T13:10:13.387470"
"2397","1731","1","2012-08-29T13:13:50.331700"
"2244","1383","-10","2012-08-29T13:43:44.765750"
"304","2306","3","2012-08-29T14:23:03.505930"
"353","2449","1","2012-08-29T15:38:53.542220"
"2449","353","1","2012-08-29T15:38:58.361670"
"2399","2318","1","2012-08-29T16:53:14.732760"
"2318","2399","1","2012-08-29T16:55:29.709210"
"2318","2030","1","2012-08-29T17:53:10.452310"
"1566","2510","1","2012-08-29T18:07:45.984820"
"2510","1566","1","2012-08-29T18:30:52.677660"
"2510","1846","2","2012-08-29T18:32:29.857060"
"2510","2113","1","2012-08-29T18:36:51.464140"
"2510","1733","2","2012-08-29T18:37:36.672330"
"2034","2259","1","2012-08-29T19:05:25.491020"
"2034","1846","1","2012-08-29T19:06:46.233500"
"2030","304","2","2012-08-29T20:25:32.382550"
"304","2030","1","2012-08-29T20:28:43.154970"
"1885","1529","1","2012-08-29T23:16:44.303830"
"2485","2511","3","2012-08-30T04:51:43.347690"
"2509","35","1","2012-08-30T05:44:27.976790"
"2034","1","1","2012-08-30T06:03:27.287550"
"2067","2090","-2","2012-08-30T07:21:17.642020"
"1752","2475","1","2012-08-30T10:29:51.617680"
"2475","1752","1","2012-08-30T10:38:32.994320"
"1899","2512","1","2012-08-30T12:25:31.115870"
"937","1502","1","2012-08-30T12:56:39.223300"
"1502","937","1","2012-08-30T12:57:28.334000"
"1502","1731","2","2012-08-30T13:03:41.666090"
"1731","1502","2","2012-08-30T13:05:39.879910"
"2513","1899","1","2012-08-30T13:39:47.475210"
"1","2034","1","2012-08-30T14:00:35.901920"
"2124","2198","2","2012-08-30T14:42:42.431810"
"2505","2514","5","2012-08-30T17:25:46.848800"
"2514","2505","3","2012-08-30T17:26:12.334600"
"1899","2293","1","2012-08-30T17:55:23.030180"
"2293","1899","1","2012-08-30T17:56:54.365010"
"2515","2475","1","2012-08-30T18:30:31.519340"
"2505","2516","2","2012-08-30T18:31:33.435210"
"2516","2505","3","2012-08-30T18:31:43.597230"
"1386","1615","2","2012-08-30T18:32:30.384100"
"1615","1386","3","2012-08-30T18:34:53.916190"
"2475","2515","1","2012-08-30T18:43:49.732170"
"2505","2517","1","2012-08-30T18:53:25.590070"
"1899","2518","1","2012-08-30T19:59:36.192500"
"2399","2214","1","2012-08-30T20:20:04.809640"
"2028","2519","1","2012-08-30T23:11:09.651790"
"2306","2214","3","2012-08-30T23:15:37.502170"
"353","2494","1","2012-08-30T23:28:03.704190"
"2494","353","1","2012-08-30T23:30:17.358650"
"1991","2412","1","2012-08-31T01:14:48.696280"
"2412","1991","1","2012-08-31T02:25:07.371090"
"2296","2328","2","2012-08-31T03:21:47.019680"
"2328","2296","1","2012-08-31T03:21:59.580420"
"2118","2520","3","2012-08-31T05:05:37.388330"
"2520","2118","3","2012-08-31T05:09:26.264320"
"2436","1201","7","2012-08-31T07:27:34.834370"
"353","1810","1","2012-08-31T13:23:52.206100"
"1810","353","1","2012-08-31T13:24:11.071620"
"2347","2313","10","2012-08-31T17:18:04.590830"
"246","2299","1","2012-08-31T17:32:45.456880"
"304","1585","4","2012-08-31T17:34:15.591120"
"2299","246","1","2012-08-31T17:34:28.401380"
"2403","545","1","2012-08-31T18:22:31.211900"
"2516","1810","-10","2012-08-31T18:53:26.023420"
"1810","2516","-10","2012-08-31T18:53:58.625870"
"2344","2517","-1","2012-08-31T19:11:57.655790"
"2344","2514","-1","2012-08-31T19:12:07.647460"
"2344","2516","-1","2012-08-31T19:12:18.486890"
"2517","2505","-10","2012-08-31T19:14:40.147120"
"1585","1810","3","2012-08-31T19:18:59.556630"
"1317","2214","2","2012-08-31T19:30:28.295840"
"2518","1899","1","2012-08-31T20:05:25.746410"
"2516","2522","5","2012-08-31T21:44:25.814790"
"1363","2505","-10","2012-09-01T00:40:30.649110"
"1363","2514","-10","2012-09-01T00:40:45.547870"
"1363","2516","-10","2012-09-01T00:41:04.192640"
"2510","2523","1","2012-09-01T09:02:07.766360"
"2521","35","1","2012-09-01T15:01:45.506060"
"1693","171","1","2012-09-01T16:11:22.720050"
"171","1693","1","2012-09-01T16:11:55.190860"
"1896","1810","1","2012-09-01T17:36:20.383590"
"1810","1896","1","2012-09-01T17:37:10.975230"
"2399","550","1","2012-09-01T17:49:00.247450"
"550","2399","1","2012-09-01T17:49:39.917180"
"1810","550","1","2012-09-01T18:17:58.789850"
"550","1810","1","2012-09-01T18:18:11.814840"
"1693","1584","1","2012-09-01T19:36:17.618040"
"1584","1693","3","2012-09-01T19:37:24.954220"
"2519","2028","2","2012-09-01T21:42:21.176860"
"2520","2067","1","2012-09-01T22:01:04.249430"
"2399","2524","1","2012-09-01T22:15:19.668510"
"2524","2399","1","2012-09-01T22:20:35.035260"
"2524","2028","1","2012-09-01T22:30:31.743300"
"2524","2125","1","2012-09-01T22:32:26.527950"
"1566","2258","1","2012-09-01T22:36:35.611890"
"1352","241","1","2012-09-01T23:00:35.564900"
"2318","2125","2","2012-09-01T23:12:13.114080"
"2399","2328","1","2012-09-01T23:27:08.053510"
"2328","2399","1","2012-09-01T23:30:53.703470"
"2325","2405","1","2012-09-01T23:33:44.222060"
"1396","2318","1","2012-09-01T23:56:33.797890"
"2328","2525","1","2012-09-01T23:56:53.400940"
"2525","2328","1","2012-09-01T23:59:26.215080"
"2328","2333","1","2012-09-02T00:15:22.014100"
"2333","2328","3","2012-09-02T00:15:42.847500"
"2405","2325","1","2012-09-02T00:20:23.280370"
"7","2397","4","2012-09-02T00:29:24.280620"
"1810","2325","1","2012-09-02T04:24:52.200460"
"2325","1810","1","2012-09-02T04:30:24.549740"
"2296","202","1","2012-09-02T04:36:35.816870"
"202","2296","1","2012-09-02T04:37:36.347130"
"2258","1566","1","2012-09-02T06:46:28.191840"
"635","1905","1","2012-09-02T10:17:13.136340"
"1905","635","1","2012-09-02T10:17:54.477320"
"2486","700","1","2012-09-02T10:44:41.872170"
"700","2486","1","2012-09-02T10:45:38.159460"
"35","2521","1","2012-09-02T14:23:47.219450"
"35","2527","1","2012-09-02T14:24:09.530550"
"35","2513","1","2012-09-02T14:24:20.633720"
"35","2528","1","2012-09-02T14:24:29.250280"
"2258","2113","1","2012-09-02T16:50:13.411760"
"2427","2475","1","2012-09-02T17:08:43.520910"
"2475","2427","1","2012-09-02T17:16:38.401120"
"2028","1922","1","2012-09-03T01:28:13.160390"
"1922","2028","1","2012-09-03T01:31:57.839770"
"2030","2485","2","2012-09-03T07:35:09.299610"
"2485","2030","2","2012-09-03T07:37:16.685180"
"2520","2485","1","2012-09-03T07:49:49.892730"
"2284","2259","1","2012-09-03T10:15:50.729680"
"2262","2067","2","2012-09-03T14:47:20.298020"
"304","1764","4","2012-09-03T15:32:33.056960"
"823","2070","8","2012-09-03T17:34:13.181480"
"2070","823","8","2012-09-03T17:34:58.918890"
"1810","1954","3","2012-09-03T20:07:46.392780"
"1954","1810","3","2012-09-03T20:09:50.408800"
"2187","2529","1","2012-09-03T20:29:29.505920"
"2529","1576","1","2012-09-03T21:25:12.535110"
"2529","2187","1","2012-09-03T21:39:08.922970"
"304","905","10","2012-09-03T22:00:18.687140"
"6","1383","-10","2012-09-03T22:24:16.378100"
"2397","2399","2","2012-09-04T02:42:16.880980"
"2399","2397","2","2012-09-04T02:43:03.212620"
"318","1383","-10","2012-09-04T04:26:03.774470"
"159","1383","-10","2012-09-04T04:57:10.685180"
"2485","2520","4","2012-09-04T07:34:55.911960"
"2340","35","2","2012-09-04T07:55:35.723150"
"35","2531","1","2012-09-04T13:21:16.284180"
"2484","2420","1","2012-09-04T13:54:13.644010"
"1860","1502","1","2012-09-04T14:32:47.249130"
"1502","1860","1","2012-09-04T14:33:38.582850"
"635","304","4","2012-09-04T16:34:13.172360"
"2304","35","1","2012-09-04T16:39:53.162520"
"35","2304","1","2012-09-04T16:40:15.927480"
"2420","2532","-1","2012-09-04T16:59:54.007910"
"35","1922","1","2012-09-04T17:08:27.988690"
"1922","35","1","2012-09-04T17:08:36.139570"
"2420","2484","5","2012-09-04T18:25:50.631260"
"1911","1810","7","2012-09-04T18:51:30.739210"
"7","2533","1","2012-09-04T19:30:19.933690"
"2399","1779","1","2012-09-04T20:31:42.778780"
"1779","2399","1","2012-09-04T20:33:31.216330"
"2399","2016","1","2012-09-04T22:28:07.176220"
"2484","1815","2","2012-09-04T22:34:10.231890"
"2028","2534","1","2012-09-04T23:34:17.073090"
"2534","2028","1","2012-09-04T23:36:45.665210"
"2016","2399","1","2012-09-05T00:22:54.051810"
"2523","25","10","2012-09-05T00:56:24.434570"
"2231","2318","1","2012-09-05T02:13:09.688030"
"2318","2231","1","2012-09-05T02:13:21.388000"
"1921","2485","3","2012-09-05T05:12:48.130350"
"2485","1921","2","2012-09-05T05:13:29.612100"
"1921","2017","1","2012-09-05T05:51:21.142220"
"2017","1921","1","2012-09-05T06:02:58.284440"
"2535","2485","1","2012-09-05T06:03:30.657230"
"2231","304","1","2012-09-05T13:09:34.731060"
"2293","2231","1","2012-09-05T13:16:23.492270"
"2231","2293","1","2012-09-05T13:22:54.841870"
"1366","1731","1","2012-09-05T14:02:57.975250"
"1731","1366","1","2012-09-05T14:03:25.675550"
"1731","2536","1","2012-09-05T16:39:57.240070"
"2067","2312","1","2012-09-05T18:34:35.798250"
"1899","2537","1","2012-09-05T19:20:50.648910"
"2537","1899","1","2012-09-05T19:22:40.852670"
"2053","1383","-10","2012-09-05T20:00:59.929440"
"26","1383","-10","2012-09-05T20:09:42.487420"
"26","35","3","2012-09-05T20:15:34.042780"
"1922","856","2","2012-09-06T00:59:22.542870"
"1922","2355","1","2012-09-06T02:08:16.187400"
"2538","2017","1","2012-09-06T02:57:18.321850"
"1733","1905","4","2012-09-06T03:17:35.389610"
"1733","1383","-10","2012-09-06T03:23:22.228480"
"1905","1733","4","2012-09-06T07:57:00.446220"
"2516","2539","4","2012-09-06T09:14:03.939630"
"2539","2540","1","2012-09-06T09:15:59.817470"
"2516","2541","1","2012-09-06T09:18:15.535770"
"2541","2540","2","2012-09-06T09:18:45.661920"
"2516","2542","4","2012-09-06T09:21:18.865650"
"2542","2540","4","2012-09-06T09:21:43.728450"
"2516","2543","9","2012-09-06T09:24:21.239650"
"2543","2540","6","2012-09-06T09:24:52.364550"
"2516","2544","7","2012-09-06T09:26:26.094110"
"2544","2540","3","2012-09-06T09:26:47.711330"
"2516","2545","5","2012-09-06T09:28:19.437070"
"2545","2540","1","2012-09-06T09:28:43.423220"
"1396","2033","2","2012-09-06T10:59:49.339950"
"1832","1529","2","2012-09-06T11:04:23.913240"
"2252","2546","1","2012-09-06T12:04:35.115600"
"2546","2252","1","2012-09-06T12:16:24.881280"
"2028","184","2","2012-09-06T12:16:31.750560"
"35","2547","1","2012-09-06T13:20:04.450720"
"2355","1899","2","2012-09-06T13:31:52.266920"
"1899","2355","2","2012-09-06T13:33:04.743510"
"2312","2067","1","2012-09-06T15:06:10.197140"
"241","832","-4","2012-09-06T15:30:55.975750"
"241","249","10","2012-09-06T15:32:01.351740"
"241","1363","2","2012-09-06T16:04:53.539280"
"2258","1383","-10","2012-09-06T16:30:42.342130"
"2028","2539","-10","2012-09-06T16:58:16.314520"
"2028","2540","-10","2012-09-06T16:59:23.697500"
"2501","2540","-5","2012-09-06T17:15:15.736970"
"2546","2485","1","2012-09-06T17:29:56.955990"
"425","6","-5","2012-09-06T17:41:19.766370"
"2158","710","-10","2012-09-06T17:44:08.333120"
"1719","2158","8","2012-09-06T18:04:45.156280"
"13","710","1","2012-09-06T19:20:47.737920"
"1810","2540","-10","2012-09-06T19:41:26.236960"
"2067","2540","-10","2012-09-06T20:17:21.015670"
"2399","2521","2","2012-09-06T21:17:28.252470"
"2521","2399","2","2012-09-06T21:29:08.432090"
"2540","2548","8","2012-09-06T21:35:39.150120"
"2540","2549","6","2012-09-06T21:38:26.003230"
"2399","2296","1","2012-09-06T22:06:48.121100"
"2296","2399","1","2012-09-06T22:08:17.578840"
"1886","2540","-10","2012-09-06T22:08:44.210740"
"1860","2028","7","2012-09-06T23:16:23.856040"
"1529","1832","2","2012-09-07T01:06:40.971330"
"2296","2550","1","2012-09-07T01:58:10.355090"
"2550","2296","1","2012-09-07T02:04:23.463230"
"2296","2548","-4","2012-09-07T02:53:09.591230"
"2550","2548","-10","2012-09-07T03:03:16.195990"
"2266","2516","-10","2012-09-07T03:27:45.480870"
"2266","2505","-10","2012-09-07T03:27:56.614950"
"2266","2514","-7","2012-09-07T03:39:50.277720"
"2266","2532","-3","2012-09-07T03:40:16.873040"
"2266","2540","-3","2012-09-07T03:41:55.739610"
"2266","2471","-3","2012-09-07T03:42:47.575190"
"2266","2410","-3","2012-09-07T03:43:00.852100"
"2266","2539","-10","2012-09-07T03:43:47.146720"
"2266","2543","-1","2012-09-07T03:45:03.301520"
"2266","2544","-1","2012-09-07T03:45:16.827230"
"2266","2545","-1","2012-09-07T03:45:29.560200"
"2266","2522","-1","2012-09-07T03:45:40.403680"
"2266","2542","-1","2012-09-07T03:45:51.336570"
"2266","2541","-1","2012-09-07T03:46:06.812620"
"35","2551","1","2012-09-07T04:35:54.778480"
"2342","2370","10","2012-09-07T05:05:37.799870"
"2370","2342","10","2012-09-07T05:06:44.506650"
"2296","2485","1","2012-09-07T05:55:17.094070"
"2485","2296","1","2012-09-07T05:58:01.531870"
"2067","2532","-10","2012-09-07T06:25:25.998540"
"2067","2505","-10","2012-09-07T06:25:38.023270"
"2067","2548","-10","2012-09-07T06:27:09.794600"
"2067","2514","-10","2012-09-07T06:28:27.645190"
"710","13","1","2012-09-07T10:05:50.840550"
"905","2552","1","2012-09-07T10:13:42.974610"
"2485","2475","1","2012-09-07T10:17:24.823360"
"2475","2485","1","2012-09-07T10:43:29.365710"
"425","1543","-10","2012-09-07T13:25:36.549930"
"2293","1543","-10","2012-09-07T13:27:53.699040"
"1810","2549","-10","2012-09-07T13:30:39.192660"
"546","2475","1","2012-09-07T14:17:47.296450"
"2475","546","1","2012-09-07T14:23:28.283910"
"2067","2549","-10","2012-09-07T14:24:16.833460"
"546","2535","1","2012-09-07T14:27:41.985900"
"2535","546","1","2012-09-07T14:27:52.918130"
"304","546","1","2012-09-07T14:47:43.996150"
"304","2415","1","2012-09-07T14:48:00.061220"
"2415","304","1","2012-09-07T14:49:34.971550"
"546","304","2","2012-09-07T14:51:16.935010"
"2125","2553","1","2012-09-07T15:01:27.758990"
"2553","2125","2","2012-09-07T15:02:49.227260"
"2552","905","1","2012-09-07T16:02:14.545010"
"710","2552","1","2012-09-07T16:05:35.329510"
"546","2552","1","2012-09-07T16:43:02.536680"
"2552","546","1","2012-09-07T16:43:22.313170"
"546","2537","1","2012-09-07T17:43:36.814670"
"2537","546","1","2012-09-07T17:44:23.021850"
"13","2555","2","2012-09-07T17:45:08.083830"
"2555","13","2","2012-09-07T17:46:56.993020"
"2552","710","2","2012-09-07T18:13:17.791390"
"2067","2556","1","2012-09-07T18:17:48.121140"
"2475","2067","1","2012-09-07T18:22:33.681870"
"2067","2475","1","2012-09-07T18:24:13.404010"
"2556","2067","1","2012-09-07T18:39:08.065920"
"1899","2521","1","2012-09-07T19:23:53.696590"
"2521","1899","1","2012-09-07T19:33:16.635470"
"2328","2176","1","2012-09-07T19:54:37.272740"
"2472","2067","10","2012-09-07T20:15:46.581120"
"13","2557","1","2012-09-07T22:53:50.239770"
"2557","13","1","2012-09-07T22:58:05.702270"
"13","2552","1","2012-09-07T23:05:13.984230"
"2552","13","1","2012-09-07T23:06:23.509590"
"2536","1731","2","2012-09-07T23:56:52.576920"
"242","1899","2","2012-09-08T00:28:40.848090"
"384","2198","1","2012-09-08T00:32:32.665260"
"1899","242","1","2012-09-08T00:33:10.391870"
"2556","2538","1","2012-09-08T00:58:17.712770"
"228","2318","1","2012-09-08T03:00:23.544010"
"2318","228","1","2012-09-08T03:14:42.176820"
"1689","25","10","2012-09-08T05:01:08.842950"
"1689","2017","-5","2012-09-08T05:14:07.106760"
"2333","96","5","2012-09-08T06:40:21.601790"
"2531","35","1","2012-09-08T07:09:45.484470"
"4","2470","2","2012-09-08T07:45:29.974310"
"2475","1615","1","2012-09-08T07:57:23.353190"
"1615","2475","1","2012-09-08T07:58:41.956260"
"905","1383","1","2012-09-08T11:41:03.268740"
"905","1802","1","2012-09-08T11:42:25.837260"
"1584","1383","-5","2012-09-08T11:47:22.005170"
"1922","905","1","2012-09-08T11:55:34.615490"
"2","204","-1","2012-09-08T12:45:33.436680"
"2","1363","8","2012-09-08T12:45:57.628890"
"2","167","8","2012-09-08T12:46:25.282660"
"2","39","8","2012-09-08T12:46:30.345280"
"2","223","8","2012-09-08T12:46:36.109780"
"2","245","8","2012-09-08T12:46:45.289530"
"2","178","3","2012-09-08T12:47:01.458380"
"2","23","5","2012-09-08T12:47:15.516600"
"2","135","2","2012-09-08T12:47:55.739850"
"2","6","5","2012-09-08T12:48:00.789130"
"1922","2558","1","2012-09-08T15:10:16.723020"
"2370","905","1","2012-09-08T16:26:06.398520"
"2397","1922","3","2012-09-08T16:34:10.922330"
"1922","2397","2","2012-09-08T16:34:19.429700"
"905","2067","2","2012-09-08T18:03:18.747810"
"2067","905","2","2012-09-08T18:03:57.243680"
"2067","2559","1","2012-09-08T20:17:26.619430"
"2559","2067","1","2012-09-08T20:34:19.370440"
"1529","2475","1","2012-09-08T22:43:04.428900"
"2475","1529","1","2012-09-08T22:43:25.221370"
"7","2231","1","2012-09-09T04:49:02.644310"
"2231","7","1","2012-09-09T04:49:58.723900"
"1555","35","1","2012-09-09T07:10:07.925860"
"35","1555","1","2012-09-09T07:11:29.832350"
"35","2558","1","2012-09-09T07:53:16.804300"
"2558","35","1","2012-09-09T07:55:31.628900"
"2299","2113","5","2012-09-09T11:36:07.748050"
"2293","2208","-10","2012-09-09T12:28:04.105110"
"1585","2561","1","2012-09-09T22:01:15.506390"
"2561","1585","1","2012-09-09T22:05:34.820160"
"2144","2113","2","2012-09-09T22:11:55.363840"
"546","2562","1","2012-09-09T22:56:21.371840"
"2562","546","2","2012-09-09T23:00:07.601450"
"546","2563","1","2012-09-09T23:02:04.912940"
"2562","204","1","2012-09-10T00:15:41.525580"
"204","2562","1","2012-09-10T00:17:32.939100"
"2176","2397","3","2012-09-10T00:31:23.796840"
"2397","2176","3","2012-09-10T00:32:45.626670"
"1363","2158","1","2012-09-10T02:10:51.368770"
"2017","2538","1","2012-09-10T02:13:06.226790"
"2328","25","1","2012-09-10T02:15:13.831550"
"2017","1802","3","2012-09-10T02:19:00.733120"
"2017","1281","1","2012-09-10T02:24:33.965280"
"2017","1670","1","2012-09-10T02:28:27.521220"
"2017","2288","1","2012-09-10T02:29:39.426810"
"2017","1810","1","2012-09-10T02:31:02.221450"
"2485","2535","2","2012-09-10T04:45:19.162010"
"2535","2565","1","2012-09-10T05:50:14.142220"
"2565","2535","1","2012-09-10T05:50:57.510710"
"1860","1383","-10","2012-09-10T08:05:24.287010"
"2549","2566","6","2012-09-10T08:32:19.355340"
"2549","2567","10","2012-09-10T08:32:46.610090"
"2567","2566","8","2012-09-10T08:33:15.943650"
"2566","2568","9","2012-09-10T08:35:10.246790"
"2567","2568","9","2012-09-10T08:35:27.271050"
"2568","2567","9","2012-09-10T08:35:46.477230"
"2568","2569","7","2012-09-10T08:39:09.949960"
"2569","2568","9","2012-09-10T08:39:24.346150"
"2569","2566","1","2012-09-10T08:40:10.972580"
"2569","2570","5","2012-09-10T08:47:04.900350"
"2570","2569","5","2012-09-10T08:47:32.116360"
"2570","2566","2","2012-09-10T08:48:05.861400"
"2566","2570","2","2012-09-10T08:48:41.260390"
"2566","2569","1","2012-09-10T08:49:15.745050"
"2569","2571","2","2012-09-10T08:50:54.938840"
"2571","2566","1","2012-09-10T08:51:30.454100"
"2566","2571","1","2012-09-10T08:51:54.451620"
"2566","2572","1","2012-09-10T09:27:36.828060"
"2572","2566","1","2012-09-10T09:27:43.840290"
"2566","2573","1","2012-09-10T09:29:36.312040"
"2573","2566","1","2012-09-10T09:29:40.028480"
"2566","2574","2","2012-09-10T09:31:44.465000"
"2574","2566","2","2012-09-10T09:31:57.368030"
"1860","2142","3","2012-09-10T10:23:41.844450"
"1810","2566","-10","2012-09-10T11:27:36.752790"
"1802","2566","-10","2012-09-10T11:28:16.702000"
"1810","2569","-10","2012-09-10T11:30:55.063520"
"1810","2571","-10","2012-09-10T11:31:31.458340"
"1810","2572","-10","2012-09-10T11:32:01.979960"
"1810","2570","-10","2012-09-10T11:32:29.183240"
"1810","2567","-10","2012-09-10T11:33:21.557460"
"1366","1316","3","2012-09-10T12:24:03.968310"
"13","2566","-10","2012-09-10T12:45:17.770070"
"2535","710","3","2012-09-10T12:54:11.936770"
"710","2535","1","2012-09-10T12:55:29.974290"
"1802","2567","-10","2012-09-10T13:02:20.437710"
"1802","2573","-10","2012-09-10T13:03:02.574610"
"1802","2569","-10","2012-09-10T13:03:29.278060"
"1810","2573","-10","2012-09-10T13:03:46.233060"
"2495","2125","5","2012-09-10T14:43:58.550590"
"2399","2293","1","2012-09-10T15:46:17.174080"
"2293","2399","1","2012-09-10T15:46:19.515960"
"1675","1806","1","2012-09-10T16:03:48.769190"
"1396","1585","2","2012-09-10T16:06:14.377330"
"2176","2444","1","2012-09-10T16:08:11.750930"
"1396","309","4","2012-09-10T16:08:49.131710"
"1396","1317","5","2012-09-10T16:10:06.057020"
"1806","1675","1","2012-09-10T16:11:11.595250"
"1396","29","6","2012-09-10T16:12:42.328100"
"1396","7","2","2012-09-10T16:17:37.816190"
"1557","2575","1","2012-09-10T16:30:27.922680"
"2575","1557","1","2012-09-10T16:31:37.668850"
"1832","2214","2","2012-09-10T16:33:25.331270"
"1832","710","1","2012-09-10T17:26:30.098000"
"710","1832","1","2012-09-10T17:27:14.268280"
"2556","2535","1","2012-09-10T18:04:19.835580"
"2535","2556","1","2012-09-10T18:04:30.655110"
"2067","2567","-10","2012-09-10T18:04:38.909810"
"2067","2569","-10","2012-09-10T18:05:07.237070"
"2067","2573","-10","2012-09-10T18:05:12.623060"
"2067","2566","-10","2012-09-10T18:06:09.027950"
"2318","1396","1","2012-09-10T18:43:26.061760"
"1557","710","1","2012-09-10T18:52:18.750610"
"710","1557","1","2012-09-10T18:52:21.290400"
"2034","2536","1","2012-09-10T19:01:46.663620"
"2028","2576","1","2012-09-10T19:02:37.485320"
"2576","2028","3","2012-09-10T19:43:34.974930"
"2536","2034","1","2012-09-10T20:36:07.941130"
"535","2455","3","2012-09-10T23:44:50.320430"
"35","2577","1","2012-09-11T01:49:39.320280"
"2281","2118","1","2012-09-11T04:08:34.502770"
"2118","2281","1","2012-09-11T04:27:53.114700"
"1185","2578","1","2012-09-11T05:07:54.792360"
"2578","1185","1","2012-09-11T05:09:39.084570"
"35","2579","1","2012-09-11T07:26:01.601430"
"2564","2535","2","2012-09-11T07:48:47.586810"
"13","1675","3","2012-09-11T09:33:57.880050"
"1675","13","3","2012-09-11T09:34:54.902030"
"1615","2241","3","2012-09-11T10:04:03.532790"
"856","1383","-10","2012-09-11T10:06:55.347550"
"1948","2580","1","2012-09-11T11:01:46.706790"
"2578","1840","1","2012-09-11T11:04:52.294040"
"2580","1948","3","2012-09-11T11:13:07.908850"
"1675","2125","1","2012-09-11T14:28:59.632850"
"2125","1675","1","2012-09-11T14:29:05.595990"
"2415","1810","3","2012-09-11T16:54:31.751350"
"1810","2415","3","2012-09-11T16:54:45.017950"
"635","2198","1","2012-09-11T19:04:25.693180"
"2561","1899","1","2012-09-11T19:48:17.822040"
"2579","35","1","2012-09-11T19:54:09.988920"
"2028","2124","1","2012-09-11T19:54:31.232210"
"2124","2028","1","2012-09-11T20:09:40.565010"
"1815","2581","1","2012-09-11T20:16:46.148440"
"2581","1815","1","2012-09-11T20:17:21.101940"
"1334","1383","-10","2012-09-11T20:25:55.775660"
"592","1885","1","2012-09-11T20:34:37.951600"
"1885","592","1","2012-09-11T20:34:47.354770"
"2034","2582","1","2012-09-11T20:39:37.724610"
"2582","2034","1","2012-09-11T20:40:00.794670"
"1366","1383","-2","2012-09-11T22:14:33.441760"
"2296","1757","-1","2012-09-11T22:38:58.884960"
"13","1757","2","2012-09-11T22:49:04.681040"
"2296","1765","1","2012-09-11T22:55:40.931270"
"1765","2296","1","2012-09-11T22:56:38.092410"
"184","2028","2","2012-09-11T23:11:17.187990"
"2194","318","2","2012-09-12T02:32:25.516640"
"7","1318","2","2012-09-12T04:11:12.524050"
"2118","304","1","2012-09-12T06:41:24.697980"
"1566","2386","1","2012-09-12T09:15:35.299750"
"2028","2584","1","2012-09-12T09:35:16.065050"
"2584","2028","1","2012-09-12T09:36:16.277840"
"2386","1566","1","2012-09-12T09:36:27.978030"
"2386","2113","1","2012-09-12T09:36:58.223100"
"2386","1846","5","2012-09-12T09:37:35.621060"
"635","1543","1","2012-09-12T10:01:38.947690"
"635","2558","1","2012-09-12T10:01:54.640650"
"2558","635","1","2012-09-12T10:49:55.027520"
"2558","1675","1","2012-09-12T11:05:27.399250"
"1675","2558","1","2012-09-12T11:05:48.326010"
"1675","2376","2","2012-09-12T11:09:25.476170"
"2376","1675","2","2012-09-12T11:10:14.087800"
"2552","1675","2","2012-09-12T11:15:50.143870"
"1675","2552","2","2012-09-12T11:16:26.923610"
"2028","2415","3","2012-09-12T12:09:05.324440"
"318","2194","2","2012-09-12T12:09:38.396270"
"2585","2538","3","2012-09-12T20:03:48.610790"
"1386","2017","-1","2012-09-12T20:27:57.866090"
"1810","1543","3","2012-09-12T20:30:03.443480"
"546","2586","1","2012-09-12T22:47:26.787910"
"546","2587","1","2012-09-12T23:03:12.113730"
"2587","546","1","2012-09-12T23:03:41.295830"
"2586","546","1","2012-09-12T23:43:36.310570"
"2538","2531","1","2012-09-12T23:47:00.412310"
"2538","2556","1","2012-09-12T23:48:06.022640"
"2538","1823","1","2012-09-12T23:49:02.641290"
"2585","546","1","2012-09-13T00:17:38.227970"
"546","2585","1","2012-09-13T00:58:32.225730"
"2501","2550","2","2012-09-13T02:21:50.655730"
"2531","2538","1","2012-09-13T03:05:10.647840"
"2028","2588","1","2012-09-13T03:51:04.556060"
"35","2589","1","2012-09-13T09:50:41.478980"
"2589","35","1","2012-09-13T09:53:02.171170"
"2590","2378","1","2012-09-13T10:35:30.142070"
"2063","2589","1","2012-09-13T12:18:19.457030"
"2589","2063","1","2012-09-13T12:20:32.084920"
"2565","2589","1","2012-09-13T13:17:05.288450"
"2589","2565","1","2012-09-13T13:29:26.280050"
"1878","2591","1","2012-09-13T13:40:54.936200"
"2592","2125","2","2012-09-13T13:51:41.562290"
"492","13","1","2012-09-13T14:15:48.507620"
"13","492","1","2012-09-13T14:18:05.164820"
"2592","2538","1","2012-09-13T14:52:46.117490"
"2538","2592","1","2012-09-13T14:54:02.742780"
"2537","2125","1","2012-09-13T15:38:34.750060"
"2125","2537","1","2012-09-13T15:39:51.325250"
"2591","1878","1","2012-09-13T17:34:08.692760"
"2475","1832","1","2012-09-13T18:39:12.054440"
"1832","2475","1","2012-09-13T18:39:25.233120"
"2028","2097","4","2012-09-13T18:51:30.928400"
"540","13","3","2012-09-13T21:03:17.003810"
"13","540","3","2012-09-13T21:04:18.285990"
"13","2589","2","2012-09-13T22:01:24.558750"
"2589","13","2","2012-09-13T22:02:52.979260"
"304","2198","10","2012-09-13T23:52:44.415170"
"304","1899","10","2012-09-13T23:52:49.966640"
"1899","304","10","2012-09-13T23:54:11.942270"
"35","2594","1","2012-09-14T05:18:48.666170"
"35","2595","1","2012-09-14T05:18:58.973620"
"35","2596","1","2012-09-14T05:19:03.583990"
"2028","2333","4","2012-09-14T09:25:04.772430"
"2592","2597","1","2012-09-14T09:26:16.632910"
